query	KEGG_Pathway
Cvig_XP_022299907.1	ko04666
Cvig_XP_022299907.1	ko04810
Cvig_XP_022299907.1	ko05203
Cvig_XP_022299907.1	map04666
Cvig_XP_022299907.1	map04810
Cvig_XP_022299907.1	map05203
Cvig_XP_022299908.1	ko04666
Cvig_XP_022299908.1	ko04810
Cvig_XP_022299908.1	ko05203
Cvig_XP_022299908.1	map04666
Cvig_XP_022299908.1	map04810
Cvig_XP_022299908.1	map05203
Cvig_XP_022299909.1	ko04666
Cvig_XP_022299909.1	ko04810
Cvig_XP_022299909.1	ko05203
Cvig_XP_022299909.1	map04666
Cvig_XP_022299909.1	map04810
Cvig_XP_022299909.1	map05203
Cvig_XP_022299910.1	ko04666
Cvig_XP_022299910.1	ko04810
Cvig_XP_022299910.1	ko05203
Cvig_XP_022299910.1	map04666
Cvig_XP_022299910.1	map04810
Cvig_XP_022299910.1	map05203
Cvig_XP_022299914.1	ko00330
Cvig_XP_022299914.1	ko00360
Cvig_XP_022299914.1	ko00380
Cvig_XP_022299914.1	ko00627
Cvig_XP_022299914.1	ko00643
Cvig_XP_022299914.1	ko01120
Cvig_XP_022299914.1	map00330
Cvig_XP_022299914.1	map00360
Cvig_XP_022299914.1	map00380
Cvig_XP_022299914.1	map00627
Cvig_XP_022299914.1	map00643
Cvig_XP_022299914.1	map01120
Cvig_XP_022299915.1	ko00330
Cvig_XP_022299915.1	ko00360
Cvig_XP_022299915.1	ko00380
Cvig_XP_022299915.1	ko00627
Cvig_XP_022299915.1	ko00643
Cvig_XP_022299915.1	ko01120
Cvig_XP_022299915.1	map00330
Cvig_XP_022299915.1	map00360
Cvig_XP_022299915.1	map00380
Cvig_XP_022299915.1	map00627
Cvig_XP_022299915.1	map00643
Cvig_XP_022299915.1	map01120
Cvig_XP_022299917.1	ko00512
Cvig_XP_022299917.1	ko01100
Cvig_XP_022299917.1	map00512
Cvig_XP_022299917.1	map01100
Cvig_XP_022299926.1	ko04145
Cvig_XP_022299926.1	ko05152
Cvig_XP_022299926.1	ko05162
Cvig_XP_022299926.1	ko05226
Cvig_XP_022299926.1	map04145
Cvig_XP_022299926.1	map05152
Cvig_XP_022299926.1	map05162
Cvig_XP_022299926.1	map05226
Cvig_XP_022299949.1	ko00260
Cvig_XP_022299949.1	ko00270
Cvig_XP_022299949.1	ko01100
Cvig_XP_022299949.1	map00260
Cvig_XP_022299949.1	map00270
Cvig_XP_022299949.1	map01100
Cvig_XP_022299951.1	ko04150
Cvig_XP_022299951.1	ko04310
Cvig_XP_022299951.1	ko04360
Cvig_XP_022299951.1	ko04390
Cvig_XP_022299951.1	ko04550
Cvig_XP_022299951.1	ko04916
Cvig_XP_022299951.1	ko04934
Cvig_XP_022299951.1	ko05165
Cvig_XP_022299951.1	ko05166
Cvig_XP_022299951.1	ko05200
Cvig_XP_022299951.1	ko05205
Cvig_XP_022299951.1	ko05217
Cvig_XP_022299951.1	ko05224
Cvig_XP_022299951.1	ko05225
Cvig_XP_022299951.1	ko05226
Cvig_XP_022299951.1	map04150
Cvig_XP_022299951.1	map04310
Cvig_XP_022299951.1	map04360
Cvig_XP_022299951.1	map04390
Cvig_XP_022299951.1	map04550
Cvig_XP_022299951.1	map04916
Cvig_XP_022299951.1	map04934
Cvig_XP_022299951.1	map05165
Cvig_XP_022299951.1	map05166
Cvig_XP_022299951.1	map05200
Cvig_XP_022299951.1	map05205
Cvig_XP_022299951.1	map05217
Cvig_XP_022299951.1	map05224
Cvig_XP_022299951.1	map05225
Cvig_XP_022299951.1	map05226
Cvig_XP_022299952.1	ko04150
Cvig_XP_022299952.1	ko04310
Cvig_XP_022299952.1	ko04360
Cvig_XP_022299952.1	ko04390
Cvig_XP_022299952.1	ko04550
Cvig_XP_022299952.1	ko04916
Cvig_XP_022299952.1	ko04934
Cvig_XP_022299952.1	ko05165
Cvig_XP_022299952.1	ko05166
Cvig_XP_022299952.1	ko05200
Cvig_XP_022299952.1	ko05205
Cvig_XP_022299952.1	ko05217
Cvig_XP_022299952.1	ko05224
Cvig_XP_022299952.1	ko05225
Cvig_XP_022299952.1	ko05226
Cvig_XP_022299952.1	map04150
Cvig_XP_022299952.1	map04310
Cvig_XP_022299952.1	map04360
Cvig_XP_022299952.1	map04390
Cvig_XP_022299952.1	map04550
Cvig_XP_022299952.1	map04916
Cvig_XP_022299952.1	map04934
Cvig_XP_022299952.1	map05165
Cvig_XP_022299952.1	map05166
Cvig_XP_022299952.1	map05200
Cvig_XP_022299952.1	map05205
Cvig_XP_022299952.1	map05217
Cvig_XP_022299952.1	map05224
Cvig_XP_022299952.1	map05225
Cvig_XP_022299952.1	map05226
Cvig_XP_022299953.1	ko04150
Cvig_XP_022299953.1	ko04310
Cvig_XP_022299953.1	ko04360
Cvig_XP_022299953.1	ko04390
Cvig_XP_022299953.1	ko04550
Cvig_XP_022299953.1	ko04916
Cvig_XP_022299953.1	ko04934
Cvig_XP_022299953.1	ko05165
Cvig_XP_022299953.1	ko05166
Cvig_XP_022299953.1	ko05200
Cvig_XP_022299953.1	ko05205
Cvig_XP_022299953.1	ko05217
Cvig_XP_022299953.1	ko05224
Cvig_XP_022299953.1	ko05225
Cvig_XP_022299953.1	ko05226
Cvig_XP_022299953.1	map04150
Cvig_XP_022299953.1	map04310
Cvig_XP_022299953.1	map04360
Cvig_XP_022299953.1	map04390
Cvig_XP_022299953.1	map04550
Cvig_XP_022299953.1	map04916
Cvig_XP_022299953.1	map04934
Cvig_XP_022299953.1	map05165
Cvig_XP_022299953.1	map05166
Cvig_XP_022299953.1	map05200
Cvig_XP_022299953.1	map05205
Cvig_XP_022299953.1	map05217
Cvig_XP_022299953.1	map05224
Cvig_XP_022299953.1	map05225
Cvig_XP_022299953.1	map05226
Cvig_XP_022299954.1	ko04150
Cvig_XP_022299954.1	ko04310
Cvig_XP_022299954.1	ko04360
Cvig_XP_022299954.1	ko04390
Cvig_XP_022299954.1	ko04550
Cvig_XP_022299954.1	ko04916
Cvig_XP_022299954.1	ko04934
Cvig_XP_022299954.1	ko05165
Cvig_XP_022299954.1	ko05166
Cvig_XP_022299954.1	ko05200
Cvig_XP_022299954.1	ko05205
Cvig_XP_022299954.1	ko05217
Cvig_XP_022299954.1	ko05224
Cvig_XP_022299954.1	ko05225
Cvig_XP_022299954.1	ko05226
Cvig_XP_022299954.1	map04150
Cvig_XP_022299954.1	map04310
Cvig_XP_022299954.1	map04360
Cvig_XP_022299954.1	map04390
Cvig_XP_022299954.1	map04550
Cvig_XP_022299954.1	map04916
Cvig_XP_022299954.1	map04934
Cvig_XP_022299954.1	map05165
Cvig_XP_022299954.1	map05166
Cvig_XP_022299954.1	map05200
Cvig_XP_022299954.1	map05205
Cvig_XP_022299954.1	map05217
Cvig_XP_022299954.1	map05224
Cvig_XP_022299954.1	map05225
Cvig_XP_022299954.1	map05226
Cvig_XP_022299962.1	ko04340
Cvig_XP_022299962.1	ko04341
Cvig_XP_022299962.1	map04340
Cvig_XP_022299962.1	map04341
Cvig_XP_022299985.1	ko03050
Cvig_XP_022299985.1	ko05169
Cvig_XP_022299985.1	map03050
Cvig_XP_022299985.1	map05169
Cvig_XP_022299986.1	ko01521
Cvig_XP_022299986.1	ko03013
Cvig_XP_022299986.1	ko04066
Cvig_XP_022299986.1	ko04150
Cvig_XP_022299986.1	ko04151
Cvig_XP_022299986.1	ko04211
Cvig_XP_022299986.1	ko04910
Cvig_XP_022299986.1	map01521
Cvig_XP_022299986.1	map03013
Cvig_XP_022299986.1	map04066
Cvig_XP_022299986.1	map04150
Cvig_XP_022299986.1	map04151
Cvig_XP_022299986.1	map04211
Cvig_XP_022299986.1	map04910
Cvig_XP_022299988.1	ko04120
Cvig_XP_022299988.1	map04120
Cvig_XP_022299999.1	ko00512
Cvig_XP_022299999.1	ko01100
Cvig_XP_022299999.1	map00512
Cvig_XP_022299999.1	map01100
Cvig_XP_022300002.1	ko00510
Cvig_XP_022300002.1	ko00513
Cvig_XP_022300002.1	ko01100
Cvig_XP_022300002.1	ko04141
Cvig_XP_022300002.1	map00510
Cvig_XP_022300002.1	map00513
Cvig_XP_022300002.1	map01100
Cvig_XP_022300002.1	map04141
Cvig_XP_022300006.1	ko04015
Cvig_XP_022300006.1	ko04062
Cvig_XP_022300006.1	ko04510
Cvig_XP_022300006.1	ko04666
Cvig_XP_022300006.1	ko04810
Cvig_XP_022300006.1	ko05100
Cvig_XP_022300006.1	ko05131
Cvig_XP_022300006.1	map04015
Cvig_XP_022300006.1	map04062
Cvig_XP_022300006.1	map04510
Cvig_XP_022300006.1	map04666
Cvig_XP_022300006.1	map04810
Cvig_XP_022300006.1	map05100
Cvig_XP_022300006.1	map05131
Cvig_XP_022300007.1	ko04015
Cvig_XP_022300007.1	ko04062
Cvig_XP_022300007.1	ko04510
Cvig_XP_022300007.1	ko04666
Cvig_XP_022300007.1	ko04810
Cvig_XP_022300007.1	ko05100
Cvig_XP_022300007.1	ko05131
Cvig_XP_022300007.1	map04015
Cvig_XP_022300007.1	map04062
Cvig_XP_022300007.1	map04510
Cvig_XP_022300007.1	map04666
Cvig_XP_022300007.1	map04810
Cvig_XP_022300007.1	map05100
Cvig_XP_022300007.1	map05131
Cvig_XP_022300021.1	ko00511
Cvig_XP_022300021.1	ko00513
Cvig_XP_022300021.1	ko00520
Cvig_XP_022300021.1	ko00531
Cvig_XP_022300021.1	ko00603
Cvig_XP_022300021.1	ko00604
Cvig_XP_022300021.1	ko01100
Cvig_XP_022300021.1	ko04142
Cvig_XP_022300021.1	map00511
Cvig_XP_022300021.1	map00513
Cvig_XP_022300021.1	map00520
Cvig_XP_022300021.1	map00531
Cvig_XP_022300021.1	map00603
Cvig_XP_022300021.1	map00604
Cvig_XP_022300021.1	map01100
Cvig_XP_022300021.1	map04142
Cvig_XP_022300022.1	ko00511
Cvig_XP_022300022.1	map00511
Cvig_XP_022300023.1	ko00511
Cvig_XP_022300023.1	map00511
Cvig_XP_022300033.1	ko03410
Cvig_XP_022300033.1	map03410
Cvig_XP_022300034.1	ko04360
Cvig_XP_022300034.1	map04360
Cvig_XP_022300035.1	ko04360
Cvig_XP_022300035.1	map04360
Cvig_XP_022300036.1	ko04360
Cvig_XP_022300036.1	map04360
Cvig_XP_022300037.1	ko04360
Cvig_XP_022300037.1	map04360
Cvig_XP_022300038.1	ko04360
Cvig_XP_022300038.1	map04360
Cvig_XP_022300039.1	ko04360
Cvig_XP_022300039.1	map04360
Cvig_XP_022300041.1	ko04360
Cvig_XP_022300041.1	map04360
Cvig_XP_022300042.1	ko04360
Cvig_XP_022300042.1	map04360
Cvig_XP_022300043.1	ko04360
Cvig_XP_022300043.1	map04360
Cvig_XP_022300044.1	ko04360
Cvig_XP_022300044.1	map04360
Cvig_XP_022300046.1	ko03060
Cvig_XP_022300046.1	ko04141
Cvig_XP_022300046.1	ko04145
Cvig_XP_022300046.1	ko05110
Cvig_XP_022300046.1	map03060
Cvig_XP_022300046.1	map04141
Cvig_XP_022300046.1	map04145
Cvig_XP_022300046.1	map05110
Cvig_XP_022300054.1	ko00340
Cvig_XP_022300054.1	ko01100
Cvig_XP_022300054.1	map00340
Cvig_XP_022300054.1	map01100
Cvig_XP_022300055.1	ko00062
Cvig_XP_022300055.1	ko01040
Cvig_XP_022300055.1	ko01110
Cvig_XP_022300055.1	ko01212
Cvig_XP_022300055.1	map00062
Cvig_XP_022300055.1	map01040
Cvig_XP_022300055.1	map01110
Cvig_XP_022300055.1	map01212
Cvig_XP_022300056.1	ko03040
Cvig_XP_022300056.1	map03040
Cvig_XP_022300064.1	ko00350
Cvig_XP_022300064.1	ko01100
Cvig_XP_022300064.1	map00350
Cvig_XP_022300064.1	map01100
Cvig_XP_022300065.1	ko00020
Cvig_XP_022300065.1	ko00190
Cvig_XP_022300065.1	ko01100
Cvig_XP_022300065.1	ko01110
Cvig_XP_022300065.1	ko01120
Cvig_XP_022300065.1	ko01130
Cvig_XP_022300065.1	ko01200
Cvig_XP_022300065.1	ko04714
Cvig_XP_022300065.1	ko04932
Cvig_XP_022300065.1	ko05010
Cvig_XP_022300065.1	ko05012
Cvig_XP_022300065.1	ko05016
Cvig_XP_022300065.1	map00020
Cvig_XP_022300065.1	map00190
Cvig_XP_022300065.1	map01100
Cvig_XP_022300065.1	map01110
Cvig_XP_022300065.1	map01120
Cvig_XP_022300065.1	map01130
Cvig_XP_022300065.1	map01200
Cvig_XP_022300065.1	map04714
Cvig_XP_022300065.1	map04932
Cvig_XP_022300065.1	map05010
Cvig_XP_022300065.1	map05012
Cvig_XP_022300065.1	map05016
Cvig_XP_022300066.1	ko00020
Cvig_XP_022300066.1	ko00190
Cvig_XP_022300066.1	ko01100
Cvig_XP_022300066.1	ko01110
Cvig_XP_022300066.1	ko01120
Cvig_XP_022300066.1	ko01130
Cvig_XP_022300066.1	ko01200
Cvig_XP_022300066.1	ko04714
Cvig_XP_022300066.1	ko04932
Cvig_XP_022300066.1	ko05010
Cvig_XP_022300066.1	ko05012
Cvig_XP_022300066.1	ko05016
Cvig_XP_022300066.1	map00020
Cvig_XP_022300066.1	map00190
Cvig_XP_022300066.1	map01100
Cvig_XP_022300066.1	map01110
Cvig_XP_022300066.1	map01120
Cvig_XP_022300066.1	map01130
Cvig_XP_022300066.1	map01200
Cvig_XP_022300066.1	map04714
Cvig_XP_022300066.1	map04932
Cvig_XP_022300066.1	map05010
Cvig_XP_022300066.1	map05012
Cvig_XP_022300066.1	map05016
Cvig_XP_022300080.1	ko00512
Cvig_XP_022300080.1	ko00601
Cvig_XP_022300080.1	ko01100
Cvig_XP_022300080.1	map00512
Cvig_XP_022300080.1	map00601
Cvig_XP_022300080.1	map01100
Cvig_XP_022300097.1	ko00230
Cvig_XP_022300097.1	ko00232
Cvig_XP_022300097.1	ko00280
Cvig_XP_022300097.1	ko00350
Cvig_XP_022300097.1	ko00380
Cvig_XP_022300097.1	ko00750
Cvig_XP_022300097.1	ko00760
Cvig_XP_022300097.1	ko00830
Cvig_XP_022300097.1	ko00982
Cvig_XP_022300097.1	ko00983
Cvig_XP_022300097.1	ko01100
Cvig_XP_022300097.1	ko01110
Cvig_XP_022300097.1	ko01120
Cvig_XP_022300097.1	ko04146
Cvig_XP_022300097.1	ko04630
Cvig_XP_022300097.1	map00230
Cvig_XP_022300097.1	map00232
Cvig_XP_022300097.1	map00280
Cvig_XP_022300097.1	map00350
Cvig_XP_022300097.1	map00380
Cvig_XP_022300097.1	map00750
Cvig_XP_022300097.1	map00760
Cvig_XP_022300097.1	map00830
Cvig_XP_022300097.1	map00982
Cvig_XP_022300097.1	map00983
Cvig_XP_022300097.1	map01100
Cvig_XP_022300097.1	map01110
Cvig_XP_022300097.1	map01120
Cvig_XP_022300097.1	map04146
Cvig_XP_022300097.1	map04630
Cvig_XP_022300099.1	ko00230
Cvig_XP_022300099.1	ko00232
Cvig_XP_022300099.1	ko00280
Cvig_XP_022300099.1	ko00350
Cvig_XP_022300099.1	ko00380
Cvig_XP_022300099.1	ko00750
Cvig_XP_022300099.1	ko00760
Cvig_XP_022300099.1	ko00830
Cvig_XP_022300099.1	ko00982
Cvig_XP_022300099.1	ko00983
Cvig_XP_022300099.1	ko01100
Cvig_XP_022300099.1	ko01110
Cvig_XP_022300099.1	ko01120
Cvig_XP_022300099.1	ko04146
Cvig_XP_022300099.1	ko04630
Cvig_XP_022300099.1	map00230
Cvig_XP_022300099.1	map00232
Cvig_XP_022300099.1	map00280
Cvig_XP_022300099.1	map00350
Cvig_XP_022300099.1	map00380
Cvig_XP_022300099.1	map00750
Cvig_XP_022300099.1	map00760
Cvig_XP_022300099.1	map00830
Cvig_XP_022300099.1	map00982
Cvig_XP_022300099.1	map00983
Cvig_XP_022300099.1	map01100
Cvig_XP_022300099.1	map01110
Cvig_XP_022300099.1	map01120
Cvig_XP_022300099.1	map04146
Cvig_XP_022300099.1	map04630
Cvig_XP_022300100.1	ko00230
Cvig_XP_022300100.1	ko00232
Cvig_XP_022300100.1	ko00983
Cvig_XP_022300100.1	ko01100
Cvig_XP_022300100.1	ko01110
Cvig_XP_022300100.1	ko01120
Cvig_XP_022300100.1	ko04146
Cvig_XP_022300100.1	map00230
Cvig_XP_022300100.1	map00232
Cvig_XP_022300100.1	map00983
Cvig_XP_022300100.1	map01100
Cvig_XP_022300100.1	map01110
Cvig_XP_022300100.1	map01120
Cvig_XP_022300100.1	map04146
Cvig_XP_022300101.1	ko00230
Cvig_XP_022300101.1	ko00232
Cvig_XP_022300101.1	ko00983
Cvig_XP_022300101.1	ko01100
Cvig_XP_022300101.1	ko01110
Cvig_XP_022300101.1	ko01120
Cvig_XP_022300101.1	ko04146
Cvig_XP_022300101.1	map00230
Cvig_XP_022300101.1	map00232
Cvig_XP_022300101.1	map00983
Cvig_XP_022300101.1	map01100
Cvig_XP_022300101.1	map01110
Cvig_XP_022300101.1	map01120
Cvig_XP_022300101.1	map04146
Cvig_XP_022300102.1	ko00230
Cvig_XP_022300102.1	ko00232
Cvig_XP_022300102.1	ko00983
Cvig_XP_022300102.1	ko01100
Cvig_XP_022300102.1	ko01110
Cvig_XP_022300102.1	ko01120
Cvig_XP_022300102.1	ko04146
Cvig_XP_022300102.1	map00230
Cvig_XP_022300102.1	map00232
Cvig_XP_022300102.1	map00983
Cvig_XP_022300102.1	map01100
Cvig_XP_022300102.1	map01110
Cvig_XP_022300102.1	map01120
Cvig_XP_022300102.1	map04146
Cvig_XP_022300111.1	ko04011
Cvig_XP_022300111.1	ko04390
Cvig_XP_022300111.1	ko04391
Cvig_XP_022300111.1	ko04392
Cvig_XP_022300111.1	map04011
Cvig_XP_022300111.1	map04390
Cvig_XP_022300111.1	map04391
Cvig_XP_022300111.1	map04392
Cvig_XP_022300126.1	ko04120
Cvig_XP_022300126.1	map04120
Cvig_XP_022300130.1	ko00030
Cvig_XP_022300130.1	ko00260
Cvig_XP_022300130.1	ko00561
Cvig_XP_022300130.1	ko00630
Cvig_XP_022300130.1	ko00680
Cvig_XP_022300130.1	ko01100
Cvig_XP_022300130.1	ko01120
Cvig_XP_022300130.1	ko01130
Cvig_XP_022300130.1	ko01200
Cvig_XP_022300130.1	map00030
Cvig_XP_022300130.1	map00260
Cvig_XP_022300130.1	map00561
Cvig_XP_022300130.1	map00630
Cvig_XP_022300130.1	map00680
Cvig_XP_022300130.1	map01100
Cvig_XP_022300130.1	map01120
Cvig_XP_022300130.1	map01130
Cvig_XP_022300130.1	map01200
Cvig_XP_022300131.1	ko00030
Cvig_XP_022300131.1	ko00260
Cvig_XP_022300131.1	ko00561
Cvig_XP_022300131.1	ko00630
Cvig_XP_022300131.1	ko00680
Cvig_XP_022300131.1	ko01100
Cvig_XP_022300131.1	ko01120
Cvig_XP_022300131.1	ko01130
Cvig_XP_022300131.1	ko01200
Cvig_XP_022300131.1	map00030
Cvig_XP_022300131.1	map00260
Cvig_XP_022300131.1	map00561
Cvig_XP_022300131.1	map00630
Cvig_XP_022300131.1	map00680
Cvig_XP_022300131.1	map01100
Cvig_XP_022300131.1	map01120
Cvig_XP_022300131.1	map01130
Cvig_XP_022300131.1	map01200
Cvig_XP_022300138.1	ko01521
Cvig_XP_022300138.1	ko04010
Cvig_XP_022300138.1	ko04014
Cvig_XP_022300138.1	ko04015
Cvig_XP_022300138.1	ko04060
Cvig_XP_022300138.1	ko04151
Cvig_XP_022300138.1	ko04360
Cvig_XP_022300138.1	ko04510
Cvig_XP_022300138.1	ko04520
Cvig_XP_022300138.1	ko05100
Cvig_XP_022300138.1	ko05120
Cvig_XP_022300138.1	ko05144
Cvig_XP_022300138.1	ko05200
Cvig_XP_022300138.1	ko05202
Cvig_XP_022300138.1	ko05205
Cvig_XP_022300138.1	ko05206
Cvig_XP_022300138.1	ko05211
Cvig_XP_022300138.1	ko05218
Cvig_XP_022300138.1	ko05225
Cvig_XP_022300138.1	ko05226
Cvig_XP_022300138.1	ko05230
Cvig_XP_022300138.1	map01521
Cvig_XP_022300138.1	map04010
Cvig_XP_022300138.1	map04014
Cvig_XP_022300138.1	map04015
Cvig_XP_022300138.1	map04060
Cvig_XP_022300138.1	map04151
Cvig_XP_022300138.1	map04360
Cvig_XP_022300138.1	map04510
Cvig_XP_022300138.1	map04520
Cvig_XP_022300138.1	map05100
Cvig_XP_022300138.1	map05120
Cvig_XP_022300138.1	map05144
Cvig_XP_022300138.1	map05200
Cvig_XP_022300138.1	map05202
Cvig_XP_022300138.1	map05205
Cvig_XP_022300138.1	map05206
Cvig_XP_022300138.1	map05211
Cvig_XP_022300138.1	map05218
Cvig_XP_022300138.1	map05225
Cvig_XP_022300138.1	map05226
Cvig_XP_022300138.1	map05230
Cvig_XP_022300139.1	ko04921
Cvig_XP_022300139.1	ko04925
Cvig_XP_022300139.1	map04921
Cvig_XP_022300139.1	map04925
Cvig_XP_022300154.1	ko04145
Cvig_XP_022300154.1	ko04210
Cvig_XP_022300154.1	ko04530
Cvig_XP_022300154.1	ko04540
Cvig_XP_022300154.1	ko05130
Cvig_XP_022300154.1	map04145
Cvig_XP_022300154.1	map04210
Cvig_XP_022300154.1	map04530
Cvig_XP_022300154.1	map04540
Cvig_XP_022300154.1	map05130
Cvig_XP_022300162.1	ko00512
Cvig_XP_022300162.1	ko00601
Cvig_XP_022300162.1	ko01100
Cvig_XP_022300162.1	map00512
Cvig_XP_022300162.1	map00601
Cvig_XP_022300162.1	map01100
Cvig_XP_022300165.1	ko04721
Cvig_XP_022300165.1	map04721
Cvig_XP_022300167.1	ko04120
Cvig_XP_022300167.1	map04120
Cvig_XP_022300174.1	ko03040
Cvig_XP_022300174.1	map03040
Cvig_XP_022300180.1	ko04015
Cvig_XP_022300180.1	ko04022
Cvig_XP_022300180.1	ko04024
Cvig_XP_022300180.1	ko04062
Cvig_XP_022300180.1	ko04071
Cvig_XP_022300180.1	ko04261
Cvig_XP_022300180.1	ko04360
Cvig_XP_022300180.1	ko04371
Cvig_XP_022300180.1	ko04540
Cvig_XP_022300180.1	ko04611
Cvig_XP_022300180.1	ko04670
Cvig_XP_022300180.1	ko04713
Cvig_XP_022300180.1	ko04723
Cvig_XP_022300180.1	ko04724
Cvig_XP_022300180.1	ko04725
Cvig_XP_022300180.1	ko04726
Cvig_XP_022300180.1	ko04727
Cvig_XP_022300180.1	ko04728
Cvig_XP_022300180.1	ko04730
Cvig_XP_022300180.1	ko04914
Cvig_XP_022300180.1	ko04915
Cvig_XP_022300180.1	ko04916
Cvig_XP_022300180.1	ko04921
Cvig_XP_022300180.1	ko04923
Cvig_XP_022300180.1	ko04924
Cvig_XP_022300180.1	ko04926
Cvig_XP_022300180.1	ko04934
Cvig_XP_022300180.1	ko04971
Cvig_XP_022300180.1	ko05012
Cvig_XP_022300180.1	ko05030
Cvig_XP_022300180.1	ko05032
Cvig_XP_022300180.1	ko05034
Cvig_XP_022300180.1	ko05133
Cvig_XP_022300180.1	ko05142
Cvig_XP_022300180.1	ko05145
Cvig_XP_022300180.1	ko05200
Cvig_XP_022300180.1	map04015
Cvig_XP_022300180.1	map04022
Cvig_XP_022300180.1	map04024
Cvig_XP_022300180.1	map04062
Cvig_XP_022300180.1	map04071
Cvig_XP_022300180.1	map04261
Cvig_XP_022300180.1	map04360
Cvig_XP_022300180.1	map04371
Cvig_XP_022300180.1	map04540
Cvig_XP_022300180.1	map04611
Cvig_XP_022300180.1	map04670
Cvig_XP_022300180.1	map04713
Cvig_XP_022300180.1	map04723
Cvig_XP_022300180.1	map04724
Cvig_XP_022300180.1	map04725
Cvig_XP_022300180.1	map04726
Cvig_XP_022300180.1	map04727
Cvig_XP_022300180.1	map04728
Cvig_XP_022300180.1	map04730
Cvig_XP_022300180.1	map04914
Cvig_XP_022300180.1	map04915
Cvig_XP_022300180.1	map04916
Cvig_XP_022300180.1	map04921
Cvig_XP_022300180.1	map04923
Cvig_XP_022300180.1	map04924
Cvig_XP_022300180.1	map04926
Cvig_XP_022300180.1	map04934
Cvig_XP_022300180.1	map04971
Cvig_XP_022300180.1	map05012
Cvig_XP_022300180.1	map05030
Cvig_XP_022300180.1	map05032
Cvig_XP_022300180.1	map05034
Cvig_XP_022300180.1	map05133
Cvig_XP_022300180.1	map05142
Cvig_XP_022300180.1	map05145
Cvig_XP_022300180.1	map05200
Cvig_XP_022300181.1	ko04015
Cvig_XP_022300181.1	ko04022
Cvig_XP_022300181.1	ko04024
Cvig_XP_022300181.1	ko04062
Cvig_XP_022300181.1	ko04071
Cvig_XP_022300181.1	ko04261
Cvig_XP_022300181.1	ko04360
Cvig_XP_022300181.1	ko04371
Cvig_XP_022300181.1	ko04540
Cvig_XP_022300181.1	ko04611
Cvig_XP_022300181.1	ko04670
Cvig_XP_022300181.1	ko04713
Cvig_XP_022300181.1	ko04723
Cvig_XP_022300181.1	ko04724
Cvig_XP_022300181.1	ko04725
Cvig_XP_022300181.1	ko04726
Cvig_XP_022300181.1	ko04727
Cvig_XP_022300181.1	ko04728
Cvig_XP_022300181.1	ko04730
Cvig_XP_022300181.1	ko04914
Cvig_XP_022300181.1	ko04915
Cvig_XP_022300181.1	ko04916
Cvig_XP_022300181.1	ko04921
Cvig_XP_022300181.1	ko04923
Cvig_XP_022300181.1	ko04924
Cvig_XP_022300181.1	ko04926
Cvig_XP_022300181.1	ko04934
Cvig_XP_022300181.1	ko04971
Cvig_XP_022300181.1	ko05012
Cvig_XP_022300181.1	ko05030
Cvig_XP_022300181.1	ko05032
Cvig_XP_022300181.1	ko05034
Cvig_XP_022300181.1	ko05133
Cvig_XP_022300181.1	ko05142
Cvig_XP_022300181.1	ko05145
Cvig_XP_022300181.1	ko05200
Cvig_XP_022300181.1	map04015
Cvig_XP_022300181.1	map04022
Cvig_XP_022300181.1	map04024
Cvig_XP_022300181.1	map04062
Cvig_XP_022300181.1	map04071
Cvig_XP_022300181.1	map04261
Cvig_XP_022300181.1	map04360
Cvig_XP_022300181.1	map04371
Cvig_XP_022300181.1	map04540
Cvig_XP_022300181.1	map04611
Cvig_XP_022300181.1	map04670
Cvig_XP_022300181.1	map04713
Cvig_XP_022300181.1	map04723
Cvig_XP_022300181.1	map04724
Cvig_XP_022300181.1	map04725
Cvig_XP_022300181.1	map04726
Cvig_XP_022300181.1	map04727
Cvig_XP_022300181.1	map04728
Cvig_XP_022300181.1	map04730
Cvig_XP_022300181.1	map04914
Cvig_XP_022300181.1	map04915
Cvig_XP_022300181.1	map04916
Cvig_XP_022300181.1	map04921
Cvig_XP_022300181.1	map04923
Cvig_XP_022300181.1	map04924
Cvig_XP_022300181.1	map04926
Cvig_XP_022300181.1	map04934
Cvig_XP_022300181.1	map04971
Cvig_XP_022300181.1	map05012
Cvig_XP_022300181.1	map05030
Cvig_XP_022300181.1	map05032
Cvig_XP_022300181.1	map05034
Cvig_XP_022300181.1	map05133
Cvig_XP_022300181.1	map05142
Cvig_XP_022300181.1	map05145
Cvig_XP_022300181.1	map05200
Cvig_XP_022300190.1	ko00340
Cvig_XP_022300190.1	ko01100
Cvig_XP_022300190.1	map00340
Cvig_XP_022300190.1	map01100
Cvig_XP_022300191.1	ko00130
Cvig_XP_022300191.1	ko01100
Cvig_XP_022300191.1	ko01110
Cvig_XP_022300191.1	map00130
Cvig_XP_022300191.1	map01100
Cvig_XP_022300191.1	map01110
Cvig_XP_022300192.1	ko00130
Cvig_XP_022300192.1	ko01100
Cvig_XP_022300192.1	ko01110
Cvig_XP_022300192.1	map00130
Cvig_XP_022300192.1	map01100
Cvig_XP_022300192.1	map01110
Cvig_XP_022300193.1	ko00130
Cvig_XP_022300193.1	ko01100
Cvig_XP_022300193.1	ko01110
Cvig_XP_022300193.1	map00130
Cvig_XP_022300193.1	map01100
Cvig_XP_022300193.1	map01110
Cvig_XP_022300195.1	ko00562
Cvig_XP_022300195.1	ko01100
