group	GO.ID	Term	Annotated	Significant	Expected	pval_test	pval_adj	ontology	label	go_id	gene_num
capup	GO:0002218	activation of innate immune response	119	19	1.98	6.6e-14	1.39561714285714e-10	BP	GO:0002218 | activation of innate immune response	GO:0002218	19
capup	GO:0043207	response to external biotic stimulus	923	47	15.38	1.1e-12	1.80913333333333e-09	BP	GO:0043207 | response to external biotic stimulus	GO:0043207	47
capup	GO:0051707	response to other organism	923	47	15.38	1.1e-12	1.80913333333333e-09	BP	GO:0051707 | response to other organism	GO:0051707	47
capup	GO:0009607	response to biotic stimulus	945	47	15.75	2.5e-12	3.7005e-09	BP	GO:0009607 | response to biotic stimulus	GO:0009607	47
capup	GO:0032101	regulation of response to external stimu...	814	42	13.56	1.6e-11	2.15301818181818e-08	BP	GO:0032101 | regulation of response to external stimu...	GO:0032101	42
capup	GO:0050776	regulation of immune response	521	33	8.68	1.9e-11	2.34365e-08	BP	GO:0050776 | regulation of immune response	GO:0050776	33
capup	GO:0044419	biological process involved in interspec...	1108	49	18.46	5.5e-11	6.26238461538461e-08	BP	GO:0044419 | biological process involved in interspec...	GO:0044419	49
capup	GO:0080134	regulation of response to stress	1043	47	17.38	8.2e-11	8.66974285714286e-08	BP	GO:0080134 | regulation of response to stress	GO:0080134	47
capup	GO:0043331	response to dsRNA	73	13	1.22	1.7e-10	1.67756e-07	BP	GO:0043331 | response to dsRNA	GO:0043331	13
capup	GO:1902216	positive regulation of interleukin-4-med...	18	8	0.3	1.9e-10	1.7577375e-07	BP	GO:1902216 | positive regulation of interleukin-4-med...	GO:1902216	8
capup	GO:0035771	interleukin-4-mediated signaling pathway	19	8	0.32	3.2e-10	2.63146666666667e-07	BP	GO:0035771 | interleukin-4-mediated signaling pathway	GO:0035771	8
capup	GO:1902214	regulation of interleukin-4-mediated sig...	19	8	0.32	3.2e-10	2.63146666666667e-07	BP	GO:1902214 | regulation of interleukin-4-mediated sig...	GO:1902214	8
capup	GO:0060331	negative regulation of response to inter...	20	8	0.33	5.3e-10	3.92253e-07	BP	GO:0060331 | negative regulation of response to inter...	GO:0060331	8
capup	GO:0060336	negative regulation of interferon-gamma-...	20	8	0.33	5.3e-10	3.92253e-07	BP	GO:0060336 | negative regulation of interferon-gamma-...	GO:0060336	8
capup	GO:0002697	regulation of immune effector process	244	21	4.07	5.7e-10	4.01768571428571e-07	BP	GO:0002697 | regulation of immune effector process	GO:0002697	21
capup	GO:0002833	positive regulation of response to bioti...	246	21	4.1	6.6e-10	4.4406e-07	BP	GO:0002833 | positive regulation of response to bioti...	GO:0002833	21
capup	GO:0045089	positive regulation of innate immune res...	223	20	3.72	7.3e-10	4.69802608695652e-07	BP	GO:0045089 | positive regulation of innate immune res...	GO:0045089	20
capup	GO:0031349	positive regulation of defense response	277	22	4.62	1e-09	5.69307692307692e-07	BP	GO:0031349 | positive regulation of defense response	GO:0031349	22
capup	GO:0002682	regulation of immune system process	849	39	14.15	3.1e-09	1.52954e-06	BP	GO:0002682 | regulation of immune system process	GO:0002682	39
capup	GO:0002758	innate immune response-activating signal...	91	11	1.52	2.9e-07	6.40683582089552e-05	BP	GO:0002758 | innate immune response-activating signal...	GO:0002758	11
capup	GO:0001817	regulation of cytokine production	322	19	5.37	1.6e-06	0.000278625882352941	BP	GO:0001817 | regulation of cytokine production	GO:0001817	19
capup	GO:0033209	tumor necrosis factor-mediated signaling...	46	7	0.77	9.7e-06	0.00149561875	BP	GO:0033209 | tumor necrosis factor-mediated signaling...	GO:0033209	7
